team,conf,adjem,adjo,adjd,luck,Season,TeamID
cleveland st.,Horz,-6.65,96.5,103.1,-0.09,2017,1156
south alabama,SB,-6.76,98.7,105.5,0.012,2017,1375
south alabama,SB,-6.76,98.7,105.5,0.012,2017,1375
usc upstate,ASun,-6.89,104.2,111.1,0.016,2017,1367
usc upstate,ASun,-6.89,104.2,111.1,0.016,2017,1367
little rock,SB,-6.93,98.3,105.2,0.023,2017,1114
little rock,SB,-6.93,98.3,105.2,0.023,2017,1114
pacific,WCC,-6.98,99.5,106.5,-0.003,2017,1334
wagner,NEC,-7.0,101.0,108.0,-0.024,2017,1447
unlv,MWC,-7.01,98.3,105.3,-0.006999999999999999,2017,1424
bowling green,MAC,-7.16,100.1,107.2,0.01,2017,1132
bowling green,MAC,-7.16,100.1,107.2,0.01,2017,1132
drexel,CAA,-7.19,102.9,110.1,-0.08900000000000001,2017,1180
utsa,CUSA,-7.25,95.4,102.7,0.016,2017,1427
kennesaw st.,ASun,-7.52,102.6,110.1,0.0,2017,1244
liu brooklyn,NEC,-7.52,100.2,107.7,0.081,2017,1254
liu brooklyn,NEC,-7.52,100.2,107.7,0.081,2017,1254
st. francis pa,NEC,-7.61,102.1,109.7,-0.001,2017,1384
north florida,ASun,-7.64,101.8,109.5,0.025,2017,1316
north florida,ASun,-7.64,101.8,109.5,0.025,2017,1316
niagara,MAAC,-7.9,101.4,109.3,-0.067,2017,1310
tennessee tech,OVC,-8.03,98.9,107.0,-0.057999999999999996,2017,1399
tennessee tech,OVC,-8.03,98.9,107.0,-0.057999999999999996,2017,1399
drake,MVC,-8.17,103.0,111.1,-0.083,2017,1179
milwaukee,Horz,-8.37,99.9,108.3,-0.023,2017,1454
san diego,WCC,-8.38,100.0,108.4,0.057999999999999996,2017,1360
san diego,WCC,-8.38,100.0,108.4,0.057999999999999996,2017,1360
cal st. fullerton,BW,-8.54,97.0,105.5,0.021,2017,1168
louisiana monroe,SB,-8.54,98.3,106.8,-0.11599999999999999,2017,1419
cornell,Ivy,-8.67,99.7,108.4,-0.032,2017,1165
oregon st.,P12,-8.72,97.0,105.8,-0.067,2017,1333
seattle,WAC,-8.75,96.0,104.7,-0.023,2017,1370
robert morris,NEC,-8.77,91.6,100.4,0.032,2017,1352
robert morris,NEC,-8.77,91.6,100.4,0.032,2017,1352
fairleigh dickinson,NEC,-8.78,103.1,111.9,-0.05,2017,1192
fairleigh dickinson,NEC,-8.78,103.1,111.9,-0.05,2017,1192
colgate,Pat,-8.85,98.8,107.6,-0.013000000000000001,2017,1159
hawaii,BW,-8.98,97.0,106.0,-0.012,2017,1218
high point,BSth,-9.22,98.9,108.1,-0.004,2017,1219
high point,BSth,-9.22,98.9,108.1,-0.004,2017,1219
florida atlantic,CUSA,-9.33,98.6,107.9,-0.037000000000000005,2017,1194
florida atlantic,CUSA,-9.33,98.6,107.9,-0.037000000000000005,2017,1194
eastern kentucky,OVC,-9.44,98.4,107.9,0.015,2017,1184
eastern kentucky,OVC,-9.44,98.4,107.9,0.015,2017,1184
saint louis,A10,-9.58,95.4,105.0,0.08199999999999999,2017,1387
saint louis,A10,-9.58,95.4,105.0,0.08199999999999999,2017,1387
appalachian st.,SB,-9.61,99.5,109.2,-0.039,2017,1111
jacksonville,ASun,-9.61,102.3,111.9,0.002,2017,1239
fiu,CUSA,-9.62,102.9,112.5,-0.171,2017,1198
brown,Ivy,-9.84,104.1,114.0,0.017,2017,1135
campbell,BSth,-10.04,100.4,110.4,0.028999999999999998,2017,1144
miami oh,MAC,-10.05,95.9,106.0,0.052000000000000005,2017,1275
miami oh,MAC,-10.05,95.9,106.0,0.052000000000000005,2017,1275
portland,WCC,-10.24,98.7,108.9,0.011000000000000001,2017,1339
bryant,NEC,-10.27,101.7,112.0,-0.013999999999999999,2017,1136
youngstown st.,Horz,-10.29,102.6,112.9,0.077,2017,1464
northern colorado,BSky,-10.33,96.6,106.9,-0.027000000000000003,2017,1294
northern colorado,BSky,-10.33,96.6,106.9,-0.027000000000000003,2017,1294
cal st. northridge,BW,-10.47,104.1,114.6,-0.032,2017,1169
alcorn st.,SWAC,-10.5,95.5,106.0,0.048,2017,1108
njit,ASun,-10.55,98.7,109.2,0.028999999999999998,2017,1312
manhattan,MAAC,-10.64,97.0,107.6,-0.0,2017,1264
the citadel,SC,-11.03,105.5,116.5,0.023,2017,1154
the citadel,SC,-11.03,105.5,116.5,0.023,2017,1154
austin peay,OVC,-11.08,106.2,117.3,0.04,2017,1122
austin peay,OVC,-11.08,106.2,117.3,0.04,2017,1122
delaware,CAA,-11.12,97.3,108.5,0.08900000000000001,2017,1174
sacramento st.,BSky,-11.24,100.9,112.2,0.045,2017,1170
south florida,Amer,-11.28,96.4,107.7,-0.021,2017,1378
south florida,Amer,-11.28,96.4,107.7,-0.021,2017,1378
northwestern st.,Slnd,-11.4,101.1,112.5,0.027999999999999997,2017,1322
quinnipiac,MAAC,-11.44,101.6,113.0,0.027000000000000003,2017,1346
umass lowell,AE,-11.5,104.3,115.8,-0.036000000000000004,2017,1262
umass lowell,AE,-11.5,104.3,115.8,-0.036000000000000004,2017,1262
radford,BSth,-11.7,96.1,107.8,0.06,2017,1347
western illinois,Sum,-11.75,97.1,108.9,-0.035,2017,1442
western illinois,Sum,-11.75,97.1,108.9,-0.035,2017,1442
abilene christian,Slnd,-11.86,97.0,108.8,0.049,2017,1101
abilene christian,Slnd,-11.86,97.0,108.8,0.049,2017,1101
norfolk st.,MEAC,-11.92,94.2,106.1,0.069,2017,1313
ut rio grande valley,WAC,-12.02,100.9,112.9,-0.037000000000000005,2017,1410
sacred heart,NEC,-12.12,97.6,109.7,0.018000000000000002,2017,1357
sacred heart,NEC,-12.12,97.6,109.7,0.018000000000000002,2017,1357
detroit,Horz,-12.21,102.3,114.5,0.016,2017,1178
pepperdine,WCC,-12.26,102.0,114.2,0.026000000000000002,2017,1337
incarnate word,Slnd,-12.61,101.7,114.3,0.032,2017,1230
incarnate word,Slnd,-12.61,101.7,114.3,0.032,2017,1230
dartmouth,Ivy,-12.89,99.2,112.1,0.032,2017,1171
cal poly,BW,-12.93,100.1,113.0,0.013000000000000001,2017,1142
cal poly,BW,-12.93,100.1,113.0,0.013000000000000001,2017,1142
american,Pat,-12.94,95.2,108.1,-0.017,2017,1110
central arkansas,Slnd,-13.47,104.0,117.5,-0.013999999999999999,2017,1146
central arkansas,Slnd,-13.47,104.0,117.5,-0.013999999999999999,2017,1146
charleston southern,BSth,-13.49,103.2,116.7,0.006999999999999999,2017,1149
charleston southern,BSth,-13.49,103.2,116.7,0.006999999999999999,2017,1149
hampton,MEAC,-13.54,93.4,106.9,0.018000000000000002,2017,1214
uc riverside,BW,-13.63,92.3,105.9,-0.055,2017,1415
uc riverside,BW,-13.63,92.3,105.9,-0.055,2017,1415
marist,MAAC,-13.63,100.7,114.3,0.013000000000000001,2017,1265
prairie view a&m,SWAC,-13.64,98.0,111.6,-0.017,2017,1341
binghamton,AE,-13.77,96.3,110.0,-0.009000000000000001,2017,1127
nicholls st.,Slnd,-13.77,100.4,114.2,0.08900000000000001,2017,1311
mcneese st.,Slnd,-14.01,96.3,110.3,-0.057,2017,1270
savannah st.,MEAC,-14.14,100.6,114.7,0.054000000000000006,2017,1366
siu edwardsville,OVC,-14.15,95.0,109.2,-0.040999999999999995,2017,1188
siu edwardsville,OVC,-14.15,95.0,109.2,-0.040999999999999995,2017,1188
stetson,ASun,-14.45,100.9,115.4,-0.002,2017,1391
north texas,CUSA,-14.52,96.3,110.8,-0.08,2017,1317
north texas,CUSA,-14.52,96.3,110.8,-0.08,2017,1317
maryland eastern shore,MEAC,-14.83,97.8,112.7,0.039,2017,1271
maryland eastern shore,MEAC,-14.83,97.8,112.7,0.039,2017,1271
western carolina,SC,-15.11,90.0,105.1,0.027000000000000003,2017,1441
western carolina,SC,-15.11,90.0,105.1,0.027000000000000003,2017,1441
northern arizona,BSky,-15.28,95.1,110.4,-0.016,2017,1319
northern arizona,BSky,-15.28,95.1,110.4,-0.016,2017,1319
morgan st.,MEAC,-15.47,91.2,106.6,0.038,2017,1288
southern miss,CUSA,-15.52,93.0,108.5,-0.032,2017,1379
southern miss,CUSA,-15.52,93.0,108.5,-0.032,2017,1379
southern,SWAC,-15.7,97.9,113.6,0.038,2017,1380
grambling st.,SWAC,-16.24,96.5,112.7,0.049,2017,1212
vmi,SC,-16.27,97.6,113.8,-0.034,2017,1440
jackson st.,SWAC,-16.36,92.8,109.1,0.032,2017,1238
lafayette,Pat,-16.79,96.6,113.3,0.059000000000000004,2017,1248
uc santa barbara,BW,-17.84,91.3,109.2,0.009000000000000001,2017,1364
uc santa barbara,BW,-17.84,91.3,109.2,0.009000000000000001,2017,1364
uc santa barbara,BW,-17.84,91.3,109.2,0.009000000000000001,2017,1364
idaho st.,BSky,-17.91,97.9,115.8,-0.053,2017,1226
southern utah,BSky,-18.33,101.3,119.7,-0.013999999999999999,2017,1381
southern utah,BSky,-18.33,101.3,119.7,-0.013999999999999999,2017,1381
hartford,AE,-18.41,92.5,110.9,0.073,2017,1216
chicago st.,WAC,-18.6,92.3,110.9,-0.009000000000000001,2017,1152
south carolina st.,MEAC,-19.47,99.0,118.5,0.067,2017,1354
maine,AE,-19.62,91.1,110.7,0.005,2017,1263
howard,MEAC,-19.79,90.4,110.2,-0.022000000000000002,2017,1224
delaware st.,MEAC,-20.1,94.2,114.3,0.006999999999999999,2017,1175
bethune cookman,MEAC,-20.45,95.0,115.4,-0.011000000000000001,2017,1126
central connecticut,NEC,-20.99,93.0,113.9,-0.023,2017,1148
alabama st.,SWAC,-21.65,91.1,112.8,-0.006999999999999999,2017,1106
coppin st.,MEAC,-21.99,93.6,115.6,0.002,2017,1164
mississippi valley st.,SWAC,-22.54,95.8,118.3,0.025,2017,1290
florida a&m,MEAC,-22.61,93.6,116.2,-0.085,2017,1197
st. francis ny,NEC,-24.13,87.9,112.1,-0.037000000000000005,2017,1383
longwood,BSth,-25.15,92.2,117.3,0.017,2017,1255
arkansas pine bluff,SWAC,-25.28,85.7,111.0,-0.01,2017,1115
arkansas pine bluff,SWAC,-25.28,85.7,111.0,-0.01,2017,1115
north carolina a&t,MEAC,-27.71,95.4,123.1,-0.086,2017,1299
presbyterian,BSth,-29.2,88.9,118.1,0.018000000000000002,2017,1342
alabama a&m,SWAC,-30.34,91.4,121.8,-0.075,2017,1105
villanova,BE,32.01,122.8,90.8,0.023,2016,1437
north carolina,ACC,29.82,124.4,94.6,-0.055,2016,1314
north carolina,ACC,29.82,124.4,94.6,-0.055,2016,1314
kansas,B12,29.67,120.0,90.4,0.044000000000000004,2016,1242
virginia,ACC,29.64,120.6,91.0,-0.04,2016,1438
michigan st.,B10,27.97,123.4,95.5,-0.012,2016,1277
kentucky,SEC,25.14,121.8,96.6,-0.046,2016,1246
louisville,ACC,24.68,113.4,88.8,-0.025,2016,1257
west virginia,B12,24.45,115.3,90.9,0.003,2016,1452
west virginia,B12,24.45,115.3,90.9,0.003,2016,1452
purdue,B10,23.85,116.9,93.1,-0.046,2016,1345
oklahoma,B12,23.78,117.9,94.1,0.08199999999999999,2016,1328
indiana,B10,23.05,121.7,98.7,0.0,2016,1231
oregon,P12,22.68,119.1,96.4,0.040999999999999995,2016,1332
wichita st.,MVC,22.53,111.3,88.7,-0.079,2016,1455
xavier,BE,22.52,117.1,94.6,0.047,2016,1462
miami fl,ACC,22.44,119.4,96.9,0.077,2016,1274
miami fl,ACC,22.44,119.4,96.9,0.077,2016,1274
smu,Amer,21.98,119.3,97.3,0.013999999999999999,2016,1374
duke,ACC,21.87,121.9,100.0,-0.026000000000000002,2016,1181
texas a&m,SEC,21.26,113.8,92.5,0.006,2016,1401
arizona,P12,20.97,116.8,95.8,-0.038,2016,1112
iowa st.,B12,20.95,121.2,100.3,-0.062,2016,1235
gonzaga,WCC,20.82,116.3,95.5,-0.038,2016,1211
maryland,B10,20.25,116.2,95.9,0.016,2016,1268
iowa,B10,20.24,116.1,95.9,-0.071,2016,1234
baylor,B12,19.06,118.9,99.8,-0.012,2016,1124
vanderbilt,SEC,18.76,113.6,94.9,-0.106,2016,1435
connecticut,Amer,18.71,111.9,93.2,-0.036000000000000004,2016,1163
syracuse,ACC,18.57,112.7,94.1,-0.027000000000000003,2016,1393
california,P12,18.32,112.5,94.2,-0.053,2016,1143
seton hall,BE,18.27,111.1,92.9,0.016,2016,1371
seton hall,BE,18.27,111.1,92.9,0.016,2016,1371
butler,BE,17.27,118.0,100.7,-0.009000000000000001,2016,1139
vcu,A10,17.07,112.1,95.0,-0.07,2016,1433
cincinnati,Amer,17.06,111.2,94.1,-0.067,2016,1153
utah,P12,16.79,115.6,98.8,0.11199999999999999,2016,1428
saint mary's,WCC,16.74,117.3,100.6,0.025,2016,1388
florida,SEC,16.64,110.5,93.9,-0.055999999999999994,2016,1196
notre dame,ACC,16.6,120.6,104.0,0.054000000000000006,2016,1323
notre dame,ACC,16.6,120.6,104.0,0.054000000000000006,2016,1323
pittsburgh,ACC,16.6,114.9,98.3,-0.011000000000000001,2016,1338
wisconsin,B10,16.55,110.1,93.6,-0.022000000000000002,2016,1458
texas,B12,16.19,113.0,96.8,0.022000000000000002,2016,1400
creighton,BE,15.82,113.4,97.6,-0.095,2016,1166
stephen f. austin,Slnd,15.62,112.2,96.6,0.006999999999999999,2016,1372
valparaiso,Horz,15.46,107.5,92.0,-0.006999999999999999,2016,1434
saint joseph's,A10,15.37,114.3,98.9,0.03,2016,1386
providence,BE,14.49,110.0,95.5,0.062,2016,1344
clemson,ACC,14.38,113.3,98.9,-0.095,2016,1155
san diego st.,MWC,14.35,104.8,90.5,0.015,2016,1361
yale,Ivy,14.33,110.4,96.0,0.026000000000000002,2016,1463
florida st.,ACC,14.26,113.1,98.9,-0.02,2016,1199
usc,P12,14.25,113.9,99.7,-0.027999999999999997,2016,1425
michigan,B10,14.15,114.6,100.5,0.013000000000000001,2016,1276
georgia tech,ACC,14.13,113.8,99.6,0.015,2016,1210
georgia tech,ACC,14.13,113.8,99.6,0.015,2016,1210
byu,WCC,13.89,113.1,99.2,-0.05,2016,1140
george washington,A10,13.86,114.8,101.0,0.031,2016,1203
george washington,A10,13.86,114.8,101.0,0.031,2016,1203
texas tech,B12,13.78,113.2,99.4,0.027999999999999997,2016,1403
texas tech,B12,13.78,113.2,99.4,0.027999999999999997,2016,1403
kansas st.,B12,13.46,108.8,95.4,-0.052000000000000005,2016,1243
arkansas little rock,SB,13.24,109.2,96.0,0.055999999999999994,2016,1114
arkansas little rock,SB,13.24,109.2,96.0,0.055999999999999994,2016,1114
colorado,P12,12.91,108.8,95.9,0.015,2016,1160
south carolina,SEC,12.87,109.0,96.2,0.06,2016,1376
south carolina,SEC,12.87,109.0,96.2,0.06,2016,1376
dayton,A10,12.63,106.6,94.0,0.08199999999999999,2016,1173
hawaii,BW,12.16,108.2,96.1,0.013000000000000001,2016,1218
houston,Amer,11.81,116.7,104.9,-0.006,2016,1222
georgetown,BE,11.71,111.4,99.7,-0.102,2016,1207
virginia tech,ACC,11.68,110.6,98.9,0.015,2016,1439
virginia tech,ACC,11.68,110.6,98.9,0.015,2016,1439
oregon st.,P12,11.65,110.7,99.1,0.043,2016,1333
tulsa,Amer,11.5,111.2,99.7,-0.003,2016,1409
washington,P12,11.22,110.4,99.2,-0.016,2016,1449
northern iowa,MVC,11.13,109.6,98.5,0.013000000000000001,2016,1320
northern iowa,MVC,11.13,109.6,98.5,0.013000000000000001,2016,1320
northwestern,B10,11.04,111.1,100.1,-0.002,2016,1321
ucla,P12,10.75,112.6,101.9,-0.055999999999999994,2016,1417
princeton,Ivy,10.63,112.3,101.7,0.036000000000000004,2016,1343
georgia,SEC,10.59,107.9,97.3,0.065,2016,1208
evansville,MVC,10.56,108.3,97.8,-0.011000000000000001,2016,1191
arkansas,SEC,10.45,110.7,100.3,-0.08,2016,1116
north carolina st.,ACC,10.44,114.1,103.7,-0.037000000000000005,2016,1301
memphis,Amer,10.1,107.5,97.4,-0.098,2016,1272
ohio st.,B10,10.0,107.0,97.0,0.049,2016,1326
mississippi,SEC,9.88,111.9,102.0,0.022000000000000002,2016,1279
mississippi st.,SEC,9.62,110.1,100.5,-0.12,2016,1280
oakland,Horz,9.6,116.3,106.7,-0.057999999999999996,2016,1324
south dakota st.,Sum,9.57,111.4,101.8,0.004,2016,1355
lsu,SEC,9.56,111.9,102.3,0.022000000000000002,2016,1261
rhode island,A10,9.37,108.4,99.0,-0.115,2016,1348
rhode island,A10,9.37,108.4,99.0,-0.115,2016,1348
unc wilmington,CAA,9.21,110.7,101.5,0.033,2016,1423
uc irvine,BW,9.1,106.0,96.9,0.09300000000000001,2016,1414
uc irvine,BW,9.1,106.0,96.9,0.09300000000000001,2016,1414
nebraska,B10,8.82,110.4,101.6,-0.09699999999999999,2016,1304
temple,Amer,8.82,107.0,98.1,0.095,2016,1396
william & mary,CAA,8.79,113.3,104.5,-0.015,2016,1456
akron,MAC,8.63,110.1,101.5,0.025,2016,1103
st. bonaventure,A10,8.63,113.7,105.1,-0.001,2016,1382
boise st.,MWC,8.61,109.5,100.9,-0.05,2016,1129
james madison,CAA,8.5,108.1,99.6,-0.043,2016,1241
james madison,CAA,8.5,108.1,99.6,-0.043,2016,1241
hofstra,CAA,8.43,111.6,103.2,0.024,2016,1220
arizona st.,P12,8.38,109.6,101.2,-0.015,2016,1113
stony brook,AE,8.13,107.3,99.1,0.049,2016,1392
stony brook,AE,8.13,107.3,99.1,0.049,2016,1392
monmouth,MAAC,8.1,107.3,99.2,0.021,2016,1284
alabama,SEC,8.07,105.5,97.4,0.09300000000000001,2016,1104
marquette,BE,7.91,108.0,100.1,0.055,2016,1266
oklahoma st.,B12,7.75,106.4,98.6,-0.10300000000000001,2016,1329
richmond,A10,7.7,113.6,105.9,-0.075,2016,1350
old dominion,CUSA,7.52,107.0,99.5,-0.032,2016,1330
old dominion,CUSA,7.52,107.0,99.5,-0.032,2016,1330
stanford,P12,7.46,108.0,100.5,0.04,2016,1390
ut arlington,SB,7.45,106.9,99.5,-0.036000000000000004,2016,1426
ut arlington,SB,7.45,106.9,99.5,-0.036000000000000004,2016,1426
tennessee,SEC,7.31,111.0,103.7,-0.051,2016,1397
iona,MAAC,7.13,110.5,103.4,-0.005,2016,1233
uc santa barbara,BW,6.83,106.3,99.5,-0.006,2016,1364
uc santa barbara,BW,6.83,106.3,99.5,-0.006,2016,1364
uc santa barbara,BW,6.83,106.3,99.5,-0.006,2016,1364
davidson,A10,6.73,114.3,107.6,0.078,2016,1172
long beach st.,BW,6.64,108.5,101.9,0.063,2016,1253
fresno st.,MWC,6.63,107.4,100.8,0.085,2016,1201
chattanooga,SC,6.5,107.5,101.0,0.132,2016,1151
cal st. bakersfield,WAC,6.26,104.0,97.8,-0.003,2016,1167
new mexico st.,WAC,6.13,103.3,97.2,-0.013999999999999999,2016,1308
louisiana lafayette,SB,5.96,111.0,105.1,-0.08900000000000001,2016,1418
columbia,Ivy,5.67,112.4,106.7,-0.001,2016,1162
milwaukee,Horz,5.2,112.5,107.3,-0.077,2016,1454
new mexico,MWC,5.14,108.3,103.2,-0.035,2016,1307
new mexico,MWC,5.14,108.3,103.2,-0.035,2016,1307
uab,CUSA,5.12,109.3,104.2,0.083,2016,1412
unlv,MWC,5.09,103.4,98.3,-0.044000000000000004,2016,1424
wake forest,ACC,4.78,107.3,102.5,0.026000000000000002,2016,1448
wake forest,ACC,4.78,107.3,102.5,0.026000000000000002,2016,1448
middle tennessee,CUSA,4.76,104.6,99.9,0.08800000000000001,2016,1292
middle tennessee,CUSA,4.76,104.6,99.9,0.08800000000000001,2016,1292
illinois st.,MVC,4.63,104.0,99.4,0.01,2016,1229
albany,AE,4.25,106.9,102.7,-0.03,2016,1107
college of charleston,CAA,4.16,98.6,94.4,-0.057999999999999996,2016,1158
college of charleston,CAA,4.16,98.6,94.4,-0.057999999999999996,2016,1158
toledo,MAC,4.02,108.6,104.5,-0.121,2016,1405
nevada,MWC,3.94,102.4,98.5,0.065,2016,1305
illinois,B10,3.91,106.9,103.0,0.02,2016,1228
morehead st.,OVC,3.78,106.6,102.8,-0.006,2016,1287
green bay,Horz,3.74,108.3,104.6,0.057,2016,1453
green bay,Horz,3.74,108.3,104.6,0.057,2016,1453
siena,MAAC,3.67,108.1,104.5,-0.027999999999999997,2016,1373
belmont,OVC,3.51,114.0,110.5,-0.009000000000000001,2016,1125
grand canyon,WAC,3.49,105.0,101.5,0.1,2016,1213
grand canyon,WAC,3.49,105.0,101.5,0.1,2016,1213
unc asheville,BSth,3.44,103.6,100.1,-0.008,2016,1421
unc asheville,BSth,3.44,103.6,100.1,-0.008,2016,1421
northeastern,CAA,3.38,107.0,103.7,0.016,2016,1318
louisiana monroe,SB,3.31,106.5,103.1,0.027999999999999997,2016,1419
utah st.,MWC,3.25,111.2,108.0,-0.032,2016,1429
ipfw,Sum,3.17,111.7,108.6,0.139,2016,1236
tcu,B12,3.02,101.6,98.5,-0.031,2016,1395
pepperdine,WCC,3.02,106.1,103.0,0.03,2016,1337
buffalo,MAC,2.95,105.9,102.9,0.044000000000000004,2016,1138
southern illinois,MVC,2.8,107.2,104.4,0.08199999999999999,2016,1356
southern illinois,MVC,2.8,107.2,104.4,0.08199999999999999,2016,1356
penn st.,B10,2.58,103.4,100.8,0.11199999999999999,2016,1336
ohio,MAC,2.56,110.6,108.1,0.052000000000000005,2016,1325
weber st.,BSky,2.45,103.4,100.9,0.019,2016,1451
montana,BSky,2.28,106.9,104.6,0.005,2016,1285
colorado st.,MWC,2.17,112.3,110.2,-0.031,2016,1161
north dakota st.,Sum,2.07,101.9,99.8,0.003,2016,1295
wright st.,Horz,2.01,101.4,99.4,0.057,2016,1460
marshall,CUSA,1.84,111.0,109.1,-0.018000000000000002,2016,1267
nebraska omaha,Sum,1.83,109.7,107.9,-0.052000000000000005,2016,1303
nebraska omaha,Sum,1.83,109.7,107.9,-0.052000000000000005,2016,1303
high point,BSth,1.54,110.8,109.2,-0.012,2016,1219
high point,BSth,1.54,110.8,109.2,-0.012,2016,1219
eastern michigan,MAC,1.27,106.7,105.4,0.013000000000000001,2016,1185
eastern michigan,MAC,1.27,106.7,105.4,0.013000000000000001,2016,1185
vermont,AE,1.19,107.8,106.6,0.027999999999999997,2016,1436
towson,CAA,0.98,105.4,104.4,0.043,2016,1406
east tennessee st.,SC,0.88,107.7,106.8,0.124,2016,1190
louisiana tech,CUSA,0.87,104.6,103.7,0.047,2016,1256
louisiana tech,CUSA,0.87,104.6,103.7,0.047,2016,1256
ball st.,MAC,0.84,103.5,102.6,-0.017,2016,1123
duquesne,A10,0.72,107.6,106.9,-0.01,2016,1182
winthrop,BSth,0.69,108.4,107.7,0.034,2016,1457
central michigan,MAC,0.51,110.5,110.0,-0.062,2016,1141
central michigan,MAC,0.51,110.5,110.0,-0.062,2016,1141
missouri,SEC,0.2,104.7,104.5,-0.08800000000000001,2016,1281
elon,CAA,0.2,106.6,106.4,0.018000000000000002,2016,1189
fordham,A10,-0.06,102.3,102.4,-0.0,2016,1200
florida gulf coast,ASun,-0.08,103.6,103.7,-0.038,2016,1195
florida gulf coast,ASun,-0.08,103.6,103.7,-0.038,2016,1195
murray st.,OVC,-0.1,106.3,106.4,-0.040999999999999995,2016,1293
tennessee st.,OVC,-0.11,101.5,101.6,-0.003,2016,1398
northern illinois,MAC,-0.18,101.6,101.7,0.038,2016,1296
northern illinois,MAC,-0.18,101.6,101.7,0.038,2016,1296
wyoming,MWC,-0.19,108.3,108.5,-0.033,2016,1461
massachusetts,A10,-0.29,102.8,103.1,0.008,2016,1269
indiana st.,MVC,-0.37,99.4,99.8,0.013000000000000001,2016,1232
western kentucky,CUSA,-0.66,108.6,109.2,0.01,2016,1443
western kentucky,CUSA,-0.66,108.6,109.2,0.01,2016,1443
texas a&m corpus chris,Slnd,-0.66,102.6,103.3,0.16899999999999998,2016,1394
harvard,Ivy,-0.69,100.3,101.0,-0.047,2016,1217
bucknell,Pat,-0.89,105.6,106.5,-0.067,2016,1137
detroit,Horz,-0.9,110.6,111.5,0.024,2016,1178
oral roberts,Sum,-0.99,107.6,108.6,0.025,2016,1331
oral roberts,Sum,-0.99,107.6,108.6,0.025,2016,1331
furman,SC,-1.01,105.0,106.0,-0.024,2016,1202
coastal carolina,BSth,-1.09,101.7,102.8,0.016,2016,1157
coastal carolina,BSth,-1.09,101.7,102.8,0.016,2016,1157
north florida,ASun,-1.19,113.9,115.0,0.057999999999999996,2016,1316
north florida,ASun,-1.19,113.9,115.0,0.057999999999999996,2016,1316
texas southern,SWAC,-1.26,107.3,108.5,-0.016,2016,1411
texas southern,SWAC,-1.26,107.3,108.5,-0.016,2016,1411
kent st.,MAC,-1.37,106.4,107.8,0.08199999999999999,2016,1245
georgia st.,SB,-1.39,99.9,101.2,0.013000000000000001,2016,1209
western michigan,MAC,-1.65,103.7,105.4,-0.054000000000000006,2016,1444
western michigan,MAC,-1.65,103.7,105.4,-0.054000000000000006,2016,1444
mercer,SC,-1.67,105.8,107.5,-0.025,2016,1273
depaul,BE,-1.69,104.5,106.2,0.004,2016,1177
loyola chicago,MVC,-1.73,100.0,101.8,0.013000000000000001,2016,1260
loyola chicago,MVC,-1.73,100.0,101.8,0.013000000000000001,2016,1260
ucf,Amer,-1.89,102.1,104.0,-0.019,2016,1416
washington st.,P12,-2.19,103.7,105.9,-0.051,2016,1450
wofford,SC,-2.22,106.3,108.5,-0.017,2016,1459
wagner,NEC,-2.32,100.7,103.1,0.027000000000000003,2016,1447
auburn,SEC,-2.56,101.7,104.2,0.049,2016,1120
east carolina,Amer,-2.7,103.2,105.9,-0.024,2016,1187
east carolina,Amer,-2.7,103.2,105.9,-0.024,2016,1187
lehigh,Pat,-2.71,104.9,107.6,-0.004,2016,1250
minnesota,B10,-2.77,101.5,104.3,-0.061,2016,1278
charlotte,CUSA,-2.84,105.8,108.7,-0.04,2016,1150
western carolina,SC,-2.92,101.5,104.4,0.021,2016,1441
western carolina,SC,-2.92,101.5,104.4,0.021,2016,1441
denver,Sum,-2.92,102.9,105.9,0.028999999999999998,2016,1176
tennessee tech,OVC,-3.14,108.5,111.6,0.077,2016,1399
tennessee tech,OVC,-3.14,108.5,111.6,0.077,2016,1399
eastern washington,BSky,-3.26,111.8,115.1,-0.045,2016,1186
eastern washington,BSky,-3.26,111.8,115.1,-0.045,2016,1186
george mason,A10,-3.32,101.5,104.8,-0.005,2016,1206
george mason,A10,-3.32,101.5,104.8,-0.005,2016,1206
north dakota,BSky,-3.35,99.6,103.0,-0.053,2016,1315
north dakota,BSky,-3.35,99.6,103.0,-0.053,2016,1315
tulane,Amer,-3.39,97.9,101.3,-0.01,2016,1408
eastern kentucky,OVC,-3.58,107.4,111.0,-0.028999999999999998,2016,1184
eastern kentucky,OVC,-3.58,107.4,111.0,-0.028999999999999998,2016,1184
njit,ASun,-3.61,102.3,105.9,0.048,2016,1312
cal poly,BW,-3.65,107.6,111.3,-0.062,2016,1142
cal poly,BW,-3.65,107.6,111.3,-0.062,2016,1142
navy,Pat,-3.68,99.4,103.1,-0.006,2016,1298
san francisco,WCC,-3.75,107.4,111.1,0.036000000000000004,2016,1362
san francisco,WCC,-3.75,107.4,111.1,0.036000000000000004,2016,1362
portland,WCC,-4.01,107.1,111.1,-0.07200000000000001,2016,1339
iupui,Sum,-4.05,99.9,103.9,0.042,2016,1237
fairfield,MAAC,-4.06,103.8,107.9,0.10099999999999999,2016,1193
